variable,dv,n,r,p,b_adj_for_baseline,p_adj_for_baseline,q
gti_score,delta_ttc_reach_rate,52,-0.1470152415627147,0.2983234848080616,0.02725298353382513,0.5934013693999216,0.92890951188072
tei_total,delta_win_rate,54,0.14378263448738854,0.2996141560603076,0.007974064622702347,0.4758014599228199,0.92890951188072
present_bias_9wk,delta_ttc_censored,57,0.13954904717584432,0.30052545930638297,0.23246069949453035,0.3264160863566044,0.92890951188072
mspss_family,delta_ttc_reach_rate,52,0.1463175179037959,0.3006477177359159,0.019291037680650682,0.32343070865564855,0.92890951188072
aq_total,delta_ttc_censored,55,-0.14175125493508225,0.3019159239705858,-0.017801785392710573,0.7799960246667947,0.92890951188072
tei_selfcontrol,delta_ttc_censored,54,-0.14282021587669985,0.3028946380498107,-0.6014673439035843,0.22810705722895586,0.92890951188072
present_bias_10wk,delta_p_stay_win,57,-0.13854388202889217,0.30405481525979355,-0.00633246157477847,0.37468060915005746,0.92890951188072
ffmq_total_no_obs,delta_p_stay_win,57,-0.13819801469528184,0.3052753963563258,-0.025411533859109957,0.34952412736945976,0.92890951188072
age,delta_ttc_censored,57,-0.1377364688705276,0.30690912838633866,-0.03216747741351577,0.11747518030260133,0.92890951188072
panas_post_positive,delta_ttc_censored,57,-0.1377305648160272,0.306930063355646,-0.06212350448192856,0.19657415079696272,0.92890951188072
eros_ext_improving,delta_win_rate,57,0.1377035612879397,0.30702582589396926,0.008621208719272157,0.4137115071829814,0.92890951188072
ffmq_actaware,delta_accuracy,57,0.1359082247272091,0.31343578099837077,0.022965880720971443,0.18312517092164976,0.92890951188072
planfulness_total,delta_alpha_hb,57,-0.13556998276471166,0.3146529367551119,-0.04713873361258681,0.2392936011586894,0.92890951188072
mean_magnE,delta_beta_hb,57,0.13520397441854298,0.3159734080923647,2.7301196185997023,0.5459482189913398,0.92890951188072
aq_communication,delta_p_stay_win,55,-0.13769362361351795,0.31610528897177137,-0.0070583391620198215,0.3268924019532267,0.92890951188072
theta_p95,delta_alpha_hb,53,-0.1402479249507854,0.31651975502614704,-0.00011852657953839261,0.7182323451819004,0.92890951188072
susd_mania,delta_beta_hb,57,0.13500119236462393,0.3167065184111694,0.04265361305549708,0.3073815153570835,0.92890951188072
scaared_gad,delta_accuracy,55,-0.13672189387997016,0.3195654725985755,0.0004904312233972814,0.8335792382937875,0.92890951188072
hvlt_total,delta_accuracy,57,-0.13406139437324677,0.3201182896392329,-0.0023552725335415255,0.4043027828619912,0.92890951188072
memory_reduced,delta_accuracy,57,-0.13406139437324677,0.3201182896392329,-0.011210110835451087,0.4043027828619719,0.92890951188072
ios_friend,delta_ttc_censored,57,0.133862761325906,0.3208423722584111,0.1453923130851109,0.6101078845975972,0.92890951188072
tei_sociability,delta_alpha_hb,54,-0.1376493298487801,0.3209153478903769,-0.021213326286638662,0.2822049004733427,0.92890951188072
education_years,delta_p_shift_lose,52,-0.13923961696769538,0.32488471964223226,-0.0035482821874772245,0.5958619451556794,0.92890951188072
aq_imagination,delta_accuracy,55,-0.13519795445870386,0.32504026873831615,-0.003269979881521808,0.6615727911275376,0.92890951188072
speed_composite,delta_p_shift_lose,56,0.13336218853708753,0.32715123232299737,0.01206022647838573,0.5492723015779681,0.92890951188072
mspss_total,delta_ttc_reach_rate,52,-0.13713238391990495,0.3323321887985156,-0.009727102453924791,0.7189869987414413,0.92890951188072
salthouse_pattern,delta_accuracy,56,-0.13157854786314616,0.3337206029459787,-0.00019080502956439694,0.9062535468911147,0.92890951188072
bpsqi_global,delta_accuracy,57,-0.12963178675872725,0.3365124036153148,0.0015996091270162112,0.7877846310806836,0.92890951188072
ef_composite,delta_ttc_censored,56,0.1305650139953849,0.337490160374106,0.10239363593510697,0.8511911706845003,0.92890951188072
crt_total,delta_p_shift_lose,57,0.12920762007191688,0.33810933081325134,0.0076742451450374964,0.3451337364827486,0.92890951188072
nbs_total,delta_accuracy,57,-0.12891477991276717,0.33921458915357305,0.017910213733705264,0.3843215811910592,0.92890951188072
panas_pre_negative,delta_win_rate,57,0.12867767078195863,0.3401111527225759,0.002250932369415091,0.32167414649598564,0.92890951188072
aq_communication,delta_ttc_reach_rate,55,0.13100929044566717,0.34039145637566226,0.0020982549811173943,0.8830006190172579,0.92890951188072
panas_pre_negative,delta_p_shift_lose,57,-0.12826766983173227,0.34166494076686543,-0.0034061618206574088,0.4732496146347692,0.92890951188072
ios_investment_stranger,delta_alpha_hb,36,-0.16147542648935082,0.3467795255627771,-0.009686720999501061,0.4452918814347337,0.92890951188072
ios_friend,delta_p_stay_win,57,-0.12656002165637215,0.3481838503927059,-0.006034573011839257,0.5615656338276651,0.92890951188072
education_years,delta_ttc_reach_rate,52,0.13227017925831436,0.3499205905019731,0.008135668761420887,0.4504193051555317,0.92890951188072
eros_ext_worsening,delta_alpha_hb,57,-0.12608993485502984,0.34999180197357876,-0.06283929959642146,0.1262291812532917,0.92890951188072
crt_total,delta_accuracy,57,-0.12603835151208062,0.350190543291801,-0.002363162527496394,0.7120071722641534,0.92890951188072
theta_p95,delta_beta_hb,53,0.12952621736653935,0.3552874959479061,0.003167205527168574,0.17329120728230007,0.92890951188072
tei_wellbeing,delta_accuracy,54,0.128258237491627,0.3553439971108909,0.0034434227467896247,0.8044928723336352,0.92890951188072
median_magnE,delta_beta_hb,57,0.12429013762789849,0.3569672128975943,2.5004757967100444,0.5949540862046904,0.92890951188072
susd_depression,delta_accuracy,57,-0.12247964943073471,0.36406931670105186,-0.0009683573279539183,0.7660310866122886,0.92890951188072
theta_p95,delta_win_rate,53,-0.1269490145585518,0.3650219561498106,-8.58185855913212e-06,0.9534406333697073,0.92890951188072
panas_post_negative,delta_ttc_censored,57,-0.12217610361926642,0.36526840488233236,-0.05114769472725193,0.6560320866489313,0.92890951188072
aq_attention_switching,delta_beta_hb,55,-0.12445995182786122,0.36528209021071845,-0.03748439175641547,0.5872671145181908,0.92890951188072
set_shifting_score,delta_beta_hb,54,0.1255733513659184,0.3655879671122647,0.21086405276826,0.14329558833562642,0.92890951188072
attention_composite,delta_p_shift_lose,55,-0.12432986638955641,0.3657873916413748,-0.02377355332370381,0.34438142793994947,0.92890951188072
ffmq_total_no_obs,delta_win_rate,57,0.12188455312732592,0.36642236320621274,0.019868465253101195,0.1946017901770035,0.92890951188072
mspss_family,delta_accuracy,52,0.12759402290073343,0.36736557253425034,0.005641660608077299,0.5442982196433541,0.92890951188072
attention_composite,delta_ttc_censored,55,0.12352460397345126,0.36892475915733297,0.08176710697610792,0.8941344056599656,0.92890951188072
susd_mania,delta_alpha_hb,57,0.12093799733054401,0.3701840521067365,0.005125314601718531,0.34543862295327715,0.92890951188072
scaared_social,delta_ttc_reach_rate,55,0.12314605756194445,0.3704052072578152,0.011248622861537837,0.12179731072984169,0.92890951188072
mean_magnE,delta_accuracy,57,0.12033532799849997,0.37259121659335237,0.40414372574085633,0.3376189945023477,0.92890951188072
nbs_total,delta_ttc_reach_rate,57,-0.11990868963470017,0.37430097054963446,0.05672707819030174,0.18452964565443575,0.92890951188072
ef_composite,delta_p_stay_win,56,-0.12089929656542911,0.37476466974509864,0.0025242744345444733,0.9010489628965599,0.92890951188072
scd_q,delta_alpha_hb,57,0.11973247902104976,0.37500850947498926,0.016542957592098888,0.38335721962941716,0.92890951188072
eros_int_improving,delta_win_rate,57,0.11966573863425056,0.3752767020376293,0.008050040775029257,0.4891683506801982,0.92890951188072
scaared_somatic,delta_ttc_reach_rate,55,-0.12184260632267463,0.37553019894303974,-0.005388922032031577,0.3815736182227504,0.92890951188072
susd_depression,delta_alpha_hb,57,0.11956399635613793,0.37568576942420323,0.005189535780757306,0.23874565017264374,0.92890951188072
global_reduced,delta_alpha_hb,57,-0.11855127052259001,0.3797721401696848,-0.022519865141092336,0.362882119936991,0.92890951188072
salthouse_letter,delta_p_shift_lose,56,0.11963047884346212,0.37983474219495333,0.0012586176527361048,0.5738190649818032,0.92890951188072
crt_total,delta_ttc_reach_rate,57,-0.11823119600690807,0.38106915325300567,-0.009622106416025136,0.4683817063877081,0.92890951188072
memory_composite,delta_ttc_reach_rate,57,-0.11821247560849107,0.38114509423602716,-0.026913290464884373,0.3771524446635384,0.92890951188072
salthouse_pattern,delta_ttc_censored,56,0.11842832096777715,0.38467605634921687,0.032116938232781916,0.49765455533296943,0.92890951188072
ios_stranger,delta_alpha_hb,57,-0.11716060226108171,0.38542661566980274,-0.01524020339502726,0.22441834095506716,0.92890951188072
peak_magnE,delta_beta_hb,57,0.11694611182190232,0.3863031670637605,1.21731891205054,0.5570910511635331,0.92890951188072
planfulness_to,delta_alpha_hb,57,-0.11666662822789059,0.3874470977847092,-0.032821088770705775,0.34439267959906866,0.92890951188072
panas_post_positive,delta_p_stay_win,57,0.11643374174371608,0.3884018379988662,0.00043742644041533537,0.8082952588120101,0.92890951188072
speed_composite,delta_alpha_hb,56,-0.11735863677134412,0.3890145556528396,-0.023237623319238947,0.2730745921000042,0.92890951188072
kbit_iq,delta_ttc_censored,55,0.11836666091354549,0.3894036571574127,0.03895026936697994,0.24849311903770435,0.92890951188072
present_bias_5wk,delta_beta_hb,57,-0.11574570815654511,0.39123062465802094,-0.07244411458321023,0.3011536181147282,0.92890951188072
salthouse_pattern,delta_win_rate,56,-0.11667020736247473,0.39182197873295715,-3.086996977127803e-05,0.97562110866445,0.92890951188072
tei_wellbeing,delta_alpha_hb,54,-0.11875641505003315,0.39239026962542983,-0.01328232122278434,0.4804298237940196,0.92890951188072
ffmq_actaware,delta_p_stay_win,57,-0.1153754712831839,0.3927578396908368,-0.008405232688118143,0.663748381323157,0.92890951188072
present_bias_5wk,delta_p_shift_lose,57,-0.11528938597979066,0.3931134415777793,-0.006257754793470583,0.46555195728229914,0.92890951188072
ffmq_total_no_obs,delta_ttc_censored,57,0.1145878578525279,0.39601838478816237,-0.11741700929436194,0.8783897508464992,0.92890951188072
panas_pre_negative,delta_p_stay_win,57,-0.1143711828904285,0.3969181511775298,-0.002885044658424843,0.47433539988385914,0.92890951188072
spsrq_sr,delta_accuracy,54,0.11733178623980996,0.3981340804810384,0.0020918432253627167,0.375314834605838,0.92890951188072
spsrq_sr,delta_p_stay_win,54,0.11715226815356507,0.3988613324878011,0.0016685148893322125,0.5173398571566996,0.92890951188072
median_magnE,delta_accuracy,57,0.11267280118557949,0.40401231283025,0.3830406940416534,0.38280406679003104,0.92890951188072
p95_magnE,delta_accuracy,57,0.11231159890111538,0.40553051796601036,0.2833260612347471,0.3121141466469714,0.92890951188072
aq_total,delta_p_stay_win,55,-0.1143487075170785,0.40581205678964094,-0.0016073377248554785,0.47932091276384314,0.92890951188072
eros_int_worsening,delta_p_shift_lose,57,-0.11176972516501618,0.4078143266966197,-0.019555416601606833,0.3362216164323201,0.92890951188072
susd_mania,delta_ttc_reach_rate,57,0.11144952035117409,0.40916737428120525,0.010511196889494683,0.20340493484028685,0.92890951188072
spsrq_sp,delta_p_stay_win,54,-0.11457484842880013,0.40938813787382017,-0.0006995013491346352,0.6946129400764229,0.92890951188072
ffmq_total,delta_ttc_censored,57,0.1104035144929568,0.41360540627160464,0.2716384561133165,0.7524138584862118,0.92890951188072
spsrq_sp,delta_alpha_hb,54,-0.11301331157089313,0.4158431062888337,-0.0011943386283108347,0.5772549390002166,0.92890951188072
kbit_iq,delta_p_shift_lose,55,-0.11115980714848543,0.41911563027061477,-0.0016837244514990109,0.24834929163935618,0.92890951188072
ffmq_observe,delta_alpha_hb,57,0.10901953025362514,0.4195198017828018,0.00492387436244505,0.8469184939849342,0.92890951188072
aq_attention_detail,delta_accuracy,55,-0.1109404146216107,0.4200399665817674,-0.008636374407851675,0.18473335398624222,0.92890951188072
gullibility_insensitivity,delta_win_rate,57,-0.1088660446207575,0.42017868057382424,-0.005411267036249218,0.5189107768097373,0.92890951188072
ffmq_total_no_obs,delta_beta_hb,57,-0.1087977429751825,0.42047207390865543,-0.1472192278151333,0.5748897922438202,0.92890951188072
gullibility_total,delta_p_shift_lose,57,-0.10832425422588476,0.4225091841014798,-0.010820284689854714,0.5374264239515443,0.92890951188072
present_bias_5wk,delta_p_stay_win,57,-0.1073646766897989,0.4266548125315102,-0.005958604391983916,0.4143189906170004,0.92890951188072
crt_total,delta_p_stay_win,57,-0.10724940640274322,0.42715435721762957,-0.0022869293399099882,0.7451645809177725,0.92890951188072
ef_reduced,delta_p_stay_win,54,-0.11030638560283242,0.4271699246530473,0.0027813190440198303,0.8898275391300077,0.92890951188072
set_shifting_score,delta_win_rate,54,-0.10981991747772442,0.4292238284891695,-0.0018885647615137177,0.8287721037910352,0.92890951188072
eros_int_improving,delta_p_stay_win,57,0.10673567876377713,0.4293847146548417,0.01357299968142481,0.5091674044993371,0.92890951188072
aq_imagination,delta_p_stay_win,55,-0.10853435324259122,0.4302531725906979,-0.0006781513633406544,0.9337694169007897,0.92890951188072
scaared_gad,delta_p_stay_win,55,-0.10791277032754445,0.4329142314927627,-0.00015545048100107603,0.9492737446169999,0.92890951188072
global_composite,delta_ttc_censored,57,0.10565309250634085,0.4341062634446931,0.3699937934955855,0.5375373594537869,0.92890951188072
scaared_separation,delta_p_shift_lose,55,0.10757542640865492,0.43436229860491454,0.006746472420593557,0.3755228144232522,0.92890951188072
scaared_separation,delta_accuracy,55,-0.10743747959515235,0.4349552248186432,0.0010788624804403436,0.8608949863095984,0.92890951188072
median_magnE,delta_alpha_hb,57,0.10529401301664748,0.4356787569710322,0.690780859863632,0.255482110201062,0.92890951188072
panas_pre_negative,delta_alpha_hb,57,-0.10504086481360575,0.4367892697371247,-0.0012703344604237212,0.8054895320971598,0.92890951188072
attention_composite,delta_win_rate,55,-0.10693796884878133,0.4371060265432278,0.005706512440295692,0.6605313989204642,0.92890951188072
gullibility_insensitivity,delta_alpha_hb,57,-0.10482002945217939,0.4377593256420113,-0.004844202259210018,0.7982096992421487,0.92890951188072
bpsqi_global,delta_ttc_censored,57,-0.1047556807831085,0.4380422144216093,-0.23504522673501105,0.1635810384248134,0.92890951188072
aq_social_skill,delta_alpha_hb,55,0.106719258962183,0.43804962024208005,0.009715183619267872,0.21826173561973086,0.92890951188072
crt_total,delta_ttc_censored,57,0.10448941921598646,0.4392138361593381,0.03156786634056716,0.8700146364579837,0.92890951188072
tei_wellbeing,delta_p_stay_win,54,0.10740829630999124,0.43948778149584355,0.005353529617746573,0.7188284916526497,0.92890951188072
set_shifting_score,delta_accuracy,54,-0.10726172877174689,0.44011595558241556,-0.0037787141575865092,0.7837905279855948,0.92890951188072
har_score,delta_win_rate,57,0.10393533092540408,0.44165757339507333,0.0011820684824132021,0.34414451102580973,0.92890951188072
scaared_gad,delta_ttc_reach_rate,55,-0.10563650983031651,0.4427377178208091,0.0034207159307383973,0.48099081365350915,0.92890951188072
age,delta_beta_hb,57,0.10366508300210177,0.4428522091524363,0.0078512438404269,0.27933849350452955,0.92890951188072
planfulness_to,delta_ttc_censored,57,0.10251288347205441,0.44796563617796403,0.48277064167349304,0.5265781792981981,0.9297619257974427
panas_pre_positive,delta_p_shift_lose,57,-0.10240324209831639,0.4484539149596623,-0.0003224613590912615,0.8995553684975132,0.9297619257974427
ffmq_actaware,delta_win_rate,57,0.10198748267056144,0.45030813259693847,0.01803197778266269,0.09874587809160124,0.9297619257974427
speed_reduced,delta_alpha_hb,56,-0.10261645202816581,0.45170147781186926,-0.017087936546737615,0.37766725566168846,0.9297619257974427
global_composite,delta_alpha_hb,57,-0.10148972835757034,0.4525335777068498,-0.019191079669079354,0.4832194511144646,0.9297619257974427
mspss_significant_other,delta_p_shift_lose,52,-0.10616265514511117,0.45382065091213497,-0.0074304763216417775,0.5400278950309246,0.9297619257974427
ef_composite,delta_win_rate,56,-0.10161809809460769,0.45613800948365824,0.003383167622555987,0.7697930341581106,0.9297619257974427
attention_composite,delta_alpha_hb,55,-0.1024610744389162,0.45664622267735233,-0.004229350578370603,0.8803088548437105,0.9297619257974427
planfulness_to,delta_p_stay_win,57,-0.1005167511471096,0.45690112741372524,-0.020572575901454927,0.45961279970545127,0.9297619257974427
scaared_social,delta_accuracy,55,0.10226946852056767,0.457493021577551,0.004141269923242244,0.23464460007084187,0.9297619257974427
present_bias_14wk,delta_p_stay_win,57,-0.10024524554375173,0.4581239721589143,-0.006014776711311402,0.46813425457108804,0.9297619257974427
speed_reduced,delta_win_rate,56,-0.09975851996903232,0.4644648198362698,-0.0027418242351811024,0.7564325611772637,0.9330575158627997
gullibility_insensitivity,delta_ttc_censored,57,-0.09853784956576714,0.46585475085976125,-0.5003246105633921,0.2155576952654937,0.9330575158627997
memory_composite,delta_beta_hb,57,-0.09846398611592894,0.4661907734143988,-0.06808230727669218,0.6600819234143611,0.9330575158627997
ef_composite,delta_beta_hb,56,-0.09847797436062282,0.47024628772392907,0.054740285839187705,0.7784748012566047,0.9330575158627997
ios_friend,delta_win_rate,57,0.09754034946791258,0.47040364778550714,0.006788134369144811,0.24436357492150426,0.9330575158627997
spsrq_sp,delta_accuracy,54,-0.1001231508337523,0.4713099868937402,-0.00013942802495730926,0.9327522796829968,0.9330575158627997
aq_attention_detail,delta_beta_hb,55,-0.09897661418642392,0.4721787723221091,-0.06738484235137973,0.3213364874504343,0.9330575158627997
running_dots_score,delta_alpha_hb,49,-0.10500936593026639,0.47270881396200587,-0.0014753421371331609,0.6878054903946482,0.9330575158627997
scaared_gad,delta_alpha_hb,55,-0.09873707264300693,0.47325685106245496,-0.0005218234486530673,0.8672181317272076,0.9330575158627997
panas_post_positive,delta_p_shift_lose,57,-0.09642013694805118,0.4755404492911819,-0.0007591304556495274,0.718327970794863,0.9330575158627997
theta_p75,delta_ttc_censored,53,-0.10001853130785601,0.47611009075929683,-0.013252713158172565,0.5653940901281397,0.9330575158627997
aq_social_skill,delta_p_stay_win,55,-0.09793126293348266,0.4768931071974988,-0.004111323838028081,0.5047310788265821,0.9330575158627997
planfulness_total,delta_ttc_reach_rate,57,-0.09571953689073298,0.4787682346675288,0.006301492851988583,0.9196934433464493,0.9330575158627997
salthouse_pattern,delta_alpha_hb,56,-0.09614756272516224,0.48086611410594415,-0.0014014172144908186,0.5171976546412247,0.9330575158627997
eros_ext_worsening,delta_p_stay_win,57,0.09497998773948695,0.48218804869836823,0.00011386532900589837,0.9972752344602737,0.9330575158627997
ffmq_observe,delta_win_rate,57,-0.0945416031655531,0.4842213009826672,-0.01528798771884651,0.17296465847405662,0.9330575158627997
hvlt_total,delta_ttc_censored,57,0.09442728122963923,0.4847522746700133,0.0663465991312277,0.4353795215338663,0.9330575158627997
memory_reduced,delta_ttc_censored,57,0.09442728122963924,0.4847522746700133,0.3157820248928689,0.4353795215338655,0.9330575158627997
theta_p95,delta_p_stay_win,53,-0.09767064744908056,0.48657659339502585,5.996464753394615e-05,0.8189708530119516,0.9330575158627997
aq_attention_switching,delta_accuracy,55,-0.09469606753734053,0.49164047914691233,-0.0026860698260302487,0.6841359946547334,0.9330575158627997
salthouse_letter,delta_alpha_hb,56,-0.09288477243934898,0.49594554526342427,-0.0023381050548395305,0.3257751270632329,0.9330575158627997
bsmas_total,delta_p_stay_win,57,0.09141336362406777,0.4988605300601088,0.003129591233139346,0.3618721215832668,0.9330575158627997
ffmq_observe,delta_accuracy,57,-0.09065514018319693,0.5024429028354325,-0.03662364481718312,0.04566330700613736,0.9330575158627997
aq_attention_switching,delta_ttc_censored,55,0.09235620186295479,0.5024528560653977,0.19525696657845928,0.31719691519677906,0.9330575158627997
aq_attention_switching,delta_p_stay_win,55,-0.09226616825819757,0.5028713218856559,-0.0021895386210023285,0.760230889721042,0.9330575158627997
scaared_separation,delta_win_rate,55,-0.09221442671218451,0.5031118915608952,-0.0004994692778879401,0.8939539362790372,0.9330575158627997
ios_computer,delta_win_rate,57,0.09005420662697564,0.5052914969638747,0.001162369025829794,0.8527943673781267,0.9330575158627997
ffmq_actaware,delta_beta_hb,57,0.0899446019434254,0.5058119444210016,0.1243340826575196,0.49942482599033966,0.9330575158627997
tei_sociability,delta_ttc_reach_rate,54,-0.09233472467187159,0.5066498949780316,-0.006420675163088076,0.8315480237538618,0.9330575158627997
mean_magnE,delta_alpha_hb,57,0.08975940720092113,0.5066919471225346,0.608095831787728,0.2986069407229655,0.9330575158627997
mspss_significant_other,delta_p_stay_win,52,-0.09411994840659468,0.5068915952779035,-0.002537017075931844,0.8053887029034675,0.9330575158627997
scaared_social,delta_beta_hb,55,0.09104299271133409,0.5085741787083076,0.02587161226352286,0.4774012491896863,0.9330575158627997
aq_total,delta_accuracy,55,-0.09088561683649696,0.5093103017245355,-0.0016326613613292787,0.4351230583353115,0.9330575158627997
memory_reduced,delta_alpha_hb,57,-0.08897069137480301,0.5104484876948591,-0.018160454423239967,0.32794632293350423,0.9330575158627997
hvlt_total,delta_alpha_hb,57,-0.08897069137480303,0.5104484876948591,-0.0038155572346728686,0.3279463229335043,0.9330575158627997
nbs_total,delta_ttc_censored,57,0.08886342244542403,0.5109604858333097,-0.3579695461619115,0.5363420005053554,0.9330575158627997
running_dots_score,delta_ttc_reach_rate,49,-0.09611538056637542,0.5112049857501568,0.003993133173161465,0.5088161956690048,0.9330575158627997
flanker_score,delta_beta_hb,54,-0.09114975440728124,0.5121426644332703,0.013047616118161659,0.9368557467180345,0.9330575158627997
gullibility_insensitivity,delta_p_stay_win,57,-0.0885121053984991,0.5126391584246196,0.0009201053564549949,0.9515505179650185,0.9330575158627997
global_reduced,delta_win_rate,57,-0.0874370600574007,0.5177932766808988,0.0004978400356271174,0.9653780548138289,0.9399519112307609
scaared_somatic,delta_ttc_censored,55,-0.08829046993121713,0.5215267484619986,0.007924681612027293,0.9292057442528608,0.944237902478566
ios_computer,delta_accuracy,57,0.08570665007716552,0.5261438243398304,0.0023690825994003963,0.8127497995773506,0.9500969846346544
peak_magnE,delta_win_rate,57,0.08534866637326792,0.5278796836940955,0.10711058095921891,0.3768585789563437,0.9507361842448632
gullibility_total,delta_ttc_reach_rate,57,0.08418886265797305,0.533522985208512,0.021552389839012143,0.4476654503757246,0.9578232085073971
tei_sociability,delta_ttc_censored,54,0.0863188489554005,0.5348435340655362,0.10687333310202757,0.8036941512939509,0.9578232085073971
peak_magnE,delta_accuracy,57,0.08267928665329202,0.5409123186670667,0.18609307683456208,0.33826479377100604,0.9578232085073971
scaared_total,delta_alpha_hb,55,-0.08398969854666943,0.5420896553219259,-7.892706039514517e-05,0.9565850050047139,0.9578232085073971
age,delta_p_stay_win,57,0.08241090941469956,0.5422312046413819,0.0006911790524352034,0.3607179878624615,0.9578232085073971
ffmq_nonjudge,delta_alpha_hb,57,-0.0820875092293368,0.5438225587429871,-0.00589142334651957,0.7861364709401584,0.9578232085073971
ffmq_total,delta_win_rate,57,0.08192218734192952,0.5446369292477363,0.013329315457597374,0.4487923594817439,0.9578232085073971
norc_lifetime,delta_accuracy,57,0.08187447042188203,0.5448720908388123,-0.009506024303750204,0.5519955862301692,0.9578232085073971
gullibility_total,delta_alpha_hb,57,-0.08173240336824017,0.5455725250205099,-0.0008306638979772145,0.9653580643132258,0.9578232085073971
scaared_social,delta_p_shift_lose,55,-0.0832353362613029,0.5457364792658426,-0.00284654319233485,0.5255470792199478,0.9578232085073971
ffmq_actaware,delta_ttc_censored,57,-0.08100290083845668,0.5491760229748988,-0.791683752372202,0.13212844404262575,0.9614073888211968
present_bias_14wk,delta_ttc_reach_rate,57,-0.080520389585949,0.5515657227900816,-0.004809195508790519,0.7619593138149506,0.96203889190354
salthouse_pattern,delta_beta_hb,56,0.08104284260327278,0.5526669031726414,0.002812211600535028,0.8663541238007206,0.96203889190354
theta_p75,delta_p_shift_lose,53,0.08297016263209545,0.5547559775798924,0.00037217695113291374,0.7066633664314903,0.96203889190354
gti_score,delta_p_shift_lose,52,-0.08372214958493027,0.5551300001245718,-0.013232080683835048,0.654519996766687,0.96203889190354
susd_mania,delta_p_stay_win,57,0.07897675051206812,0.5592440008249441,0.004269660807329095,0.32724478456034006,0.9639732312162631
scaared_separation,delta_alpha_hb,55,-0.08029411362148609,0.5600671055683193,-0.0014835939663952616,0.85841156502787,0.9639732312162631
present_bias_14wk,delta_beta_hb,57,-0.07868789389184436,0.5606863974349773,-0.052496546864466934,0.5103252318962073,0.9639732312162631
global_reduced,delta_p_shift_lose,57,0.07845498862060712,0.5618506769152929,0.0037581219079552836,0.8741841645154309,0.9639732312162631
aq_attention_detail,delta_p_stay_win,55,0.07901095535544037,0.5663740990302668,-0.0007529497357346593,0.9168855344920668,0.9693168660020486
education_years,delta_accuracy,52,-0.08055478933087486,0.5702442038039365,-0.0007271526338787923,0.8894161503628274,0.9735186407372414
tei_selfcontrol,delta_p_shift_lose,54,-0.07771511242387102,0.5764550566680262,-0.010236720471235992,0.6361518408376232,0.9774549570952233
ios_computer,delta_beta_hb,57,-0.07542607458472819,0.5770945538787174,-0.08163716140754168,0.43765672751403595,0.9774549570952233
planfulness_total,delta_ttc_censored,57,0.07541709983891157,0.5771400019894515,-0.023367931282312515,0.9790692536476299,0.9774549570952233
scd_q,delta_win_rate,57,-0.0750593804387749,0.5789528266725866,-0.010262571701271353,0.23514770056921422,0.9774549570952233
aq_communication,delta_p_shift_lose,55,0.07585953802810196,0.5820028376256207,0.00662487069752133,0.4402598991130168,0.9774549570952233
aq_attention_switching,delta_alpha_hb,55,0.07585952678810964,0.5820028937150937,0.007289966592453505,0.4222918992745173,0.9774549570952233
ffmq_observe,delta_p_shift_lose,57,0.07436189334190893,0.5824949598968627,0.009050179618476447,0.697138806994706,0.9774549570952233
planfulness_mf,delta_ttc_censored,57,-0.0738736386863659,0.5849803606308696,-0.5655213801171864,0.42692085913826266,0.9792371973577574
present_bias_5wk,delta_win_rate,57,0.07336269964383695,0.5875863534182005,0.0001226582982278993,0.9766300416355587,0.9812121629896166
mspss_total,delta_p_stay_win,52,-0.07566261813387799,0.5939554717797679,-0.0010242381368154793,0.9414447291413484,0.9875648804279036
planfulness_to,delta_win_rate,57,-0.0713532351674299,0.5978857143695259,-0.0039555320958386785,0.8026018736991956,0.9875648804279036
present_bias_9wk,delta_p_stay_win,57,-0.07132865086929174,0.5980122116803842,-0.008416045807232325,0.3326891816263812,0.9875648804279036
scaared_somatic,delta_alpha_hb,55,-0.07248783083345625,0.5989374194269382,-0.0015828531009087939,0.6976418425161368,0.9875648804279036
ffmq_nonjudge,delta_accuracy,57,0.07087122079279051,0.6003680481997521,0.007777077042904259,0.6178084315669651,0.9875648804279036
tei_sociability,delta_win_rate,54,0.07263680752892047,0.6016911432059052,0.003930677373938597,0.6597590458811353,0.9875648804279036
p95_magnE,delta_win_rate,57,0.07057397055830095,0.601901117317985,0.12204906215924144,0.48647217196815806,0.9875648804279036
har_score,delta_accuracy,57,-0.07001368382334035,0.6047954539781593,0.000634505763390835,0.7579588019062755,0.9875648804279036
present_bias_14wk,delta_win_rate,57,-0.06951315979888006,0.6073861881105727,-0.004064119620458158,0.38659072236364456,0.9875648804279036
nbs_total,delta_p_shift_lose,57,-0.06950587348845386,0.6074239379170052,-0.018145766279090585,0.4466793287275483,0.9875648804279036
panas_post_negative,delta_p_shift_lose,57,-0.06830023877173616,0.6136841992474517,-0.0004128039014648818,0.933851051341608,0.9875648804279036
eros_ext_improving,delta_beta_hb,57,0.06828433551519417,0.6137669615906647,-0.029773217440373194,0.8700474264909539,0.9875648804279036
gullibility_insensitivity,delta_accuracy,57,-0.06746184473925425,0.6180538012001351,-0.0004033021397480416,0.9762715138325131,0.9875648804279036
har_score,delta_p_shift_lose,57,-0.06674397135469103,0.6218057426401826,-0.0005154586942707206,0.8442615879054637,0.9875648804279036
aq_social_skill,delta_accuracy,55,0.0676928171691156,0.6233865792549643,0.00010927000053884627,0.9848318622739705,0.9875648804279036
