subject_id,hemi,parcel,n_vert,surf_area,gray_vol,thick_avg,thick_std,mean_curv,gaus_curv,fold_ind,curv_ind
10638,lh,superiortemporal,5309,3444.0,10816.0,2.723,0.697,0.09,0.015,40.0,3.4
10638,lh,supramarginal,3709,2514.0,6925.0,2.482,0.534,0.117,0.022,37.0,3.5
10638,lh,frontalpole,306,253.0,1056.0,3.033,0.321,0.184,0.038,6.0,0.5
10638,lh,temporalpole,503,362.0,2094.0,3.907,0.56,0.116,0.025,5.0,0.5
10638,lh,transversetemporal,680,380.0,853.0,2.154,0.301,0.115,0.016,7.0,0.4
10638,lh,insula,3109,2040.0,5797.0,2.898,0.753,0.114,0.029,31.0,3.4
10638,rh,bankssts,1109,758.0,1599.0,2.235,0.523,0.104,0.017,7.0,0.8
10638,rh,caudalanteriorcingulate,833,547.0,1324.0,2.124,0.786,0.135,0.021,14.0,0.7
10638,rh,caudalmiddlefrontal,2376,1598.0,4140.0,2.375,0.512,0.102,0.017,19.0,1.9
10638,rh,cuneus,2119,1346.0,2600.0,1.678,0.55,0.133,0.025,25.0,2.4
10638,rh,entorhinal,431,283.0,1663.0,3.761,0.702,0.092,0.019,3.0,0.3
10638,rh,fusiform,3804,2616.0,8699.0,2.969,0.653,0.122,0.022,42.0,3.3
10638,rh,inferiorparietal,6335,4312.0,11297.0,2.431,0.606,0.12,0.024,66.0,6.2
10638,rh,inferiortemporal,3519,2523.0,8354.0,2.848,0.665,0.122,0.021,43.0,3.2
10638,rh,isthmuscingulate,1119,708.0,1765.0,2.21,0.813,0.105,0.019,12.0,0.7
10638,rh,lateraloccipital,6335,4139.0,10045.0,2.248,0.613,0.123,0.024,66.0,6.8
10638,rh,lateralorbitofrontal,3225,2186.0,5889.0,2.609,0.644,0.123,0.027,39.0,3.5
10638,rh,lingual,4503,3034.0,6840.0,2.004,0.747,0.128,0.024,54.0,5.0
10638,rh,medialorbitofrontal,1944,1449.0,3890.0,2.43,0.629,0.13,0.026,35.0,2.2
10638,rh,middletemporal,4416,2967.0,10805.0,2.939,0.718,0.094,0.016,36.0,2.8
10638,rh,parahippocampal,994,588.0,1925.0,2.712,0.758,0.064,0.01,6.0,0.3
10638,rh,paracentral,2352,1284.0,3342.0,2.415,0.61,0.074,0.012,11.0,1.1
10638,rh,parsopercularis,1645,1094.0,2696.0,2.332,0.436,0.108,0.021,14.0,1.4
10638,rh,parsorbitalis,1078,717.0,2338.0,2.572,0.602,0.121,0.019,12.0,0.9
10638,rh,parstriangularis,2043,1455.0,3791.0,2.266,0.576,0.13,0.027,24.0,2.2
10638,rh,pericalcarine,1773,1182.0,1922.0,1.788,0.517,0.107,0.021,14.0,1.5
10638,rh,postcentral,5567,3341.0,6952.0,1.925,0.663,0.083,0.014,33.0,3.5
10638,rh,posteriorcingulate,1376,894.0,2325.0,2.279,0.696,0.105,0.015,14.0,0.9
10638,rh,precentral,6431,3959.0,10859.0,2.542,0.613,0.095,0.017,49.0,4.5
10638,rh,precuneus,5046,3285.0,8279.0,2.344,0.627,0.107,0.018,50.0,3.8
10638,rh,rostralanteriorcingulate,644,456.0,1512.0,2.642,0.677,0.112,0.022,7.0,0.5
10638,rh,rostralmiddlefrontal,5823,4196.0,10907.0,2.359,0.573,0.13,0.028,67.0,6.9
10638,rh,superiorfrontal,8183,5683.0,17216.0,2.699,0.544,0.111,0.021,72.0,7.0
10638,rh,superiorparietal,7571,4701.0,10590.0,2.103,0.592,0.101,0.018,62.0,5.7
10638,rh,superiortemporal,4899,3132.0,9522.0,2.647,0.682,0.091,0.014,37.0,2.9
10638,rh,supramarginal,4300,2902.0,6919.0,2.272,0.588,0.118,0.024,44.0,4.2
10638,rh,frontalpole,334,294.0,1143.0,2.774,0.487,0.171,0.039,7.0,0.5
10638,rh,temporalpole,551,381.0,2206.0,3.824,0.557,0.117,0.027,6.0,0.7
10638,rh,transversetemporal,471,273.0,670.0,2.309,0.385,0.114,0.019,5.0,0.4
10638,rh,insula,2921,1933.0,5728.0,2.901,0.686,0.113,0.025,27.0,2.7
10641,lh,bankssts,1160,776.0,1695.0,2.327,0.434,0.102,0.017,7.0,0.9
10641,lh,caudalanteriorcingulate,774,491.0,1119.0,2.189,0.491,0.132,0.013,11.0,0.5
10641,lh,caudalmiddlefrontal,3130,2018.0,5266.0,2.445,0.39,0.098,0.016,24.0,2.1
10641,lh,cuneus,2078,1371.0,2105.0,1.539,0.411,0.126,0.024,22.0,2.4
10641,lh,entorhinal,641,417.0,2275.0,3.674,0.904,0.086,0.017,5.0,0.5
10641,lh,fusiform,4398,2966.0,8359.0,2.541,0.563,0.117,0.02,49.0,3.5
10641,lh,inferiorparietal,4948,3339.0,8377.0,2.33,0.49,0.116,0.019,52.0,4.2
10641,lh,inferiortemporal,4390,3053.0,9018.0,2.709,0.544,0.121,0.021,50.0,4.2
10641,lh,isthmuscingulate,1220,800.0,1721.0,2.01,0.711,0.11,0.02,14.0,0.9
10641,lh,lateraloccipital,6661,4358.0,9027.0,1.945,0.505,0.121,0.022,72.0,6.7
10641,lh,lateralorbitofrontal,3990,2647.0,7202.0,2.623,0.633,0.118,0.023,43.0,3.8
10641,lh,lingual,4217,2766.0,5187.0,1.817,0.591,0.12,0.025,48.0,4.7
10641,lh,medialorbitofrontal,2391,1678.0,4240.0,2.293,0.515,0.116,0.019,30.0,2.0
10641,lh,middletemporal,4322,2870.0,9470.0,2.666,0.591,0.112,0.021,50.0,3.7
10641,lh,parahippocampal,951,563.0,1549.0,2.548,0.674,0.086,0.016,6.0,0.4
10641,lh,paracentral,1912,1109.0,2553.0,2.2,0.558,0.086,0.015,11.0,1.3
10641,lh,parsopercularis,2907,1908.0,4968.0,2.385,0.374,0.104,0.018,28.0,2.1
10641,lh,parsorbitalis,1032,704.0,2283.0,2.565,0.566,0.124,0.022,12.0,1.0
10641,lh,parstriangularis,1965,1310.0,3286.0,2.277,0.508,0.114,0.02,18.0,1.7
10641,lh,pericalcarine,1699,1147.0,1331.0,1.34,0.383,0.134,0.025,19.0,1.8
10641,lh,postcentral,5548,3410.0,7226.0,1.945,0.598,0.09,0.014,35.0,3.5
10641,lh,posteriorcingulate,1630,1104.0,2639.0,2.159,0.691,0.122,0.019,21.0,1.4
10641,lh,precentral,7185,4230.0,11986.0,2.619,0.542,0.089,0.015,46.0,4.5
10641,lh,precuneus,4265,2845.0,6866.0,2.274,0.51,0.116,0.019,42.0,3.6
10641,lh,rostralanteriorcingulate,1217,810.0,2072.0,2.565,0.616,0.128,0.023,18.0,1.2
10641,lh,rostralmiddlefrontal,7551,5102.0,12906.0,2.33,0.479,0.121,0.022,81.0,7.1
10641,lh,superiorfrontal,10621,6934.0,20322.0,2.622,0.496,0.109,0.021,86.0,9.2
10641,lh,superiorparietal,6127,3882.0,9379.0,2.203,0.505,0.105,0.017,52.0,4.5
10641,lh,superiortemporal,6038,3955.0,12421.0,2.75,0.669,0.094,0.015,44.0,3.9
10641,lh,supramarginal,4910,3332.0,9028.0,2.517,0.474,0.117,0.022,49.0,4.6
10641,lh,frontalpole,368,264.0,828.0,2.502,0.456,0.143,0.026,5.0,0.5
10641,lh,temporalpole,624,470.0,2326.0,3.695,0.67,0.118,0.028,6.0,0.8
10641,lh,transversetemporal,760,429.0,1129.0,2.409,0.431,0.1,0.02,6.0,0.6
10641,lh,insula,3392,2231.0,6366.0,2.869,0.83,0.113,0.026,30.0,3.5
10641,rh,bankssts,1146,739.0,1679.0,2.357,0.316,0.089,0.012,6.0,0.7
10641,rh,caudalanteriorcingulate,1242,808.0,1960.0,2.101,0.746,0.109,0.015,14.0,0.8
10641,rh,caudalmiddlefrontal,2900,1920.0,4929.0,2.425,0.453,0.111,0.019,24.0,2.4
10641,rh,cuneus,2321,1517.0,2739.0,1.697,0.525,0.131,0.027,27.0,2.9
10641,rh,entorhinal,612,386.0,2077.0,3.532,0.875,0.089,0.018,4.0,0.5
10641,rh,fusiform,4045,2674.0,7685.0,2.59,0.574,0.115,0.021,42.0,3.5
10641,rh,inferiorparietal,6434,4286.0,11315.0,2.388,0.479,0.115,0.021,68.0,5.6
10641,rh,inferiortemporal,4863,3190.0,9369.0,2.625,0.568,0.106,0.019,49.0,4.2
10641,rh,isthmuscingulate,1194,750.0,1621.0,2.049,0.676,0.115,0.022,15.0,1.0
10641,rh,lateraloccipital,6739,4395.0,9367.0,2.04,0.581,0.13,0.028,76.0,8.3
10641,rh,lateralorbitofrontal,3557,2349.0,6361.0,2.627,0.6,0.119,0.026,40.0,3.8
10641,rh,lingual,4401,3024.0,5398.0,1.727,0.546,0.135,0.028,56.0,5.7
10641,rh,medialorbitofrontal,3041,2041.0,4761.0,2.152,0.522,0.116,0.021,45.0,2.5
10641,rh,middletemporal,4969,3367.0,10782.0,2.691,0.561,0.105,0.018,45.0,3.7
10641,rh,parahippocampal,981,584.0,1502.0,2.3,0.627,0.081,0.013,7.0,0.4
10641,rh,paracentral,2258,1241.0,3029.0,2.332,0.613,0.093,0.018,15.0,1.7
10641,rh,parsopercularis,1838,1202.0,3132.0,2.473,0.393,0.106,0.015,16.0,1.2
10641,rh,parsorbitalis,1337,902.0,2833.0,2.655,0.443,0.124,0.02,14.0,1.2
10641,rh,parstriangularis,2321,1571.0,3693.0,2.204,0.427,0.125,0.022,27.0,2.2
10641,rh,pericalcarine,1851,1317.0,1748.0,1.52,0.449,0.137,0.026,21.0,2.1
10641,rh,postcentral,5534,3328.0,6869.0,1.902,0.586,0.088,0.013,36.0,3.3
10641,rh,posteriorcingulate,1644,1111.0,2726.0,2.22,0.741,0.121,0.02,21.0,1.5
10641,rh,precentral,7491,4488.0,12140.0,2.507,0.547,0.093,0.016,51.0,5.2
10641,rh,precuneus,4439,2930.0,7432.0,2.421,0.502,0.119,0.023,43.0,4.2
10641,rh,rostralanteriorcingulate,977,677.0,1785.0,2.323,0.715,0.123,0.02,15.0,0.9
10641,rh,rostralmiddlefrontal,7588,5328.0,13144.0,2.279,0.467,0.135,0.028,95.0,9.0
10641,rh,superiorfrontal,9714,6438.0,18960.0,2.699,0.489,0.115,0.021,86.0,8.7
10641,rh,superiorparietal,6200,3921.0,9447.0,2.158,0.497,0.109,0.02,54.0,5.0
10641,rh,superiortemporal,5194,3311.0,10641.0,2.764,0.658,0.092,0.014,35.0,3.0
10641,rh,supramarginal,3967,2610.0,6660.0,2.411,0.462,0.113,0.019,33.0,3.4
10641,rh,frontalpole,456,335.0,953.0,2.389,0.396,0.177,0.036,9.0,0.8
10641,rh,temporalpole,618,482.0,2329.0,3.59,0.605,0.136,0.032,6.0,0.9
10641,rh,transversetemporal,553,291.0,818.0,2.453,0.448,0.096,0.019,4.0,0.4
10641,rh,insula,3678,2441.0,6671.0,2.777,0.79,0.11,0.023,32.0,3.3
10649,lh,bankssts,1546,1020.0,2400.0,2.306,0.356,0.077,0.01,7.0,0.7
10649,lh,caudalanteriorcingulate,944,600.0,1428.0,2.453,0.418,0.136,0.016,12.0,0.7
10649,lh,caudalmiddlefrontal,2370,1568.0,4171.0,2.561,0.464,0.116,0.02,19.0,2.1
10649,lh,cuneus,1902,1305.0,2135.0,1.65,0.359,0.148,0.033,26.0,2.7
10649,lh,entorhinal,661,415.0,1901.0,3.402,0.736,0.09,0.016,4.0,0.4
10649,lh,fusiform,5065,3330.0,9704.0,2.606,0.581,0.115,0.021,46.0,4.5
10649,lh,inferiorparietal,6576,4423.0,10510.0,2.267,0.447,0.121,0.02,71.0,5.9
10649,lh,inferiortemporal,4819,3303.0,9975.0,2.727,0.545,0.119,0.022,53.0,4.5
10649,lh,isthmuscingulate,1606,1082.0,2353.0,2.007,0.818,0.121,0.025,25.0,1.7
10649,lh,lateraloccipital,9279,6026.0,12698.0,2.0,0.542,0.132,0.027,113.0,11.1
10649,lh,lateralorbitofrontal,3764,2469.0,6598.0,2.587,0.476,0.122,0.025,43.0,4.2
10649,lh,lingual,4948,3354.0,6231.0,1.75,0.582,0.137,0.032,58.0,6.9
10649,lh,medialorbitofrontal,2484,1653.0,3865.0,2.187,0.564,0.117,0.02,31.0,2.1
10649,lh,middletemporal,4984,3295.0,10412.0,2.65,0.589,0.115,0.021,58.0,4.3
10649,lh,parahippocampal,1315,832.0,2670.0,2.564,0.825,0.103,0.021,14.0,1.0
10649,lh,paracentral,2055,1204.0,3121.0,2.401,0.5,0.108,0.026,17.0,2.3
10649,lh,parsopercularis,1970,1281.0,3401.0,2.437,0.466,0.101,0.016,20.0,1.2
10649,lh,parsorbitalis,1064,710.0,2134.0,2.516,0.558,0.123,0.023,14.0,1.0
10649,lh,parstriangularis,1779,1198.0,2911.0,2.185,0.49,0.106,0.016,17.0,1.3
10649,lh,pericalcarine,2247,1520.0,1640.0,1.275,0.317,0.144,0.03,29.0,2.8
10649,lh,postcentral,7037,4261.0,9821.0,2.111,0.6,0.104,0.017,61.0,5.3
10649,lh,posteriorcingulate,1911,1278.0,3004.0,2.26,0.675,0.135,0.028,26.0,2.3
10649,lh,precentral,7649,4606.0,11631.0,2.375,0.538,0.102,0.018,58.0,6.1
10649,lh,precuneus,5697,3793.0,8590.0,2.167,0.502,0.118,0.02,58.0,4.9
10649,lh,rostralanteriorcingulate,1505,983.0,2744.0,2.475,0.808,0.13,0.027,22.0,1.8
10649,lh,rostralmiddlefrontal,6621,4546.0,11510.0,2.268,0.521,0.125,0.024,76.0,6.6
10649,lh,superiorfrontal,10322,6766.0,19696.0,2.624,0.465,0.118,0.022,101.0,9.7
10649,lh,superiorparietal,7754,5180.0,12051.0,2.122,0.511,0.125,0.023,85.0,7.8
10649,lh,superiortemporal,5939,3873.0,11461.0,2.671,0.681,0.1,0.016,47.0,4.0
10649,lh,supramarginal,7096,4709.0,12382.0,2.379,0.5,0.11,0.018,67.0,5.4
10649,lh,frontalpole,348,274.0,842.0,2.596,0.608,0.174,0.039,7.0,0.6
10649,lh,temporalpole,657,432.0,2279.0,3.751,0.825,0.121,0.021,7.0,0.6
10649,lh,transversetemporal,971,545.0,1229.0,2.01,0.32,0.084,0.013,6.0,0.5
10649,lh,insula,3572,2347.0,6028.0,2.677,0.719,0.109,0.023,29.0,3.3
10649,rh,bankssts,1353,893.0,2081.0,2.444,0.413,0.102,0.016,9.0,1.0
10649,rh,caudalanteriorcingulate,1270,851.0,2095.0,2.266,0.565,0.111,0.016,14.0,1.0
10649,rh,caudalmiddlefrontal,2313,1501.0,3768.0,2.425,0.399,0.103,0.018,17.0,1.6
10649,rh,cuneus,2421,1576.0,2656.0,1.622,0.49,0.137,0.028,33.0,3.2
10649,rh,entorhinal,695,433.0,2248.0,3.747,0.82,0.089,0.014,4.0,0.4
10649,rh,fusiform,5110,3319.0,9790.0,2.648,0.59,0.115,0.02,51.0,4.6
10649,rh,inferiorparietal,7320,4920.0,12112.0,2.31,0.44,0.125,0.022,81.0,6.9
10649,rh,inferiortemporal,5387,3608.0,11063.0,2.737,0.579,0.117,0.022,57.0,4.9
10649,rh,isthmuscingulate,1349,909.0,1883.0,1.879,0.678,0.116,0.026,19.0,1.3
10649,rh,lateraloccipital,8432,5378.0,11783.0,2.098,0.534,0.127,0.024,96.0,9.0
10649,rh,lateralorbitofrontal,3269,2212.0,6011.0,2.633,0.611,0.134,0.031,39.0,4.3
10649,rh,lingual,4707,3043.0,6007.0,1.922,0.588,0.131,0.03,54.0,6.2
10649,rh,medialorbitofrontal,2687,1805.0,4305.0,2.203,0.565,0.114,0.02,39.0,2.3
10649,rh,middletemporal,5047,3347.0,10427.0,2.639,0.573,0.112,0.019,51.0,4.0
10649,rh,parahippocampal,981,602.0,1780.0,2.504,0.868,0.107,0.017,11.0,0.6
10649,rh,paracentral,2537,1392.0,3393.0,2.39,0.54,0.096,0.019,19.0,2.1
10649,rh,parsopercularis,1700,1108.0,3038.0,2.565,0.424,0.112,0.021,15.0,1.5
10649,rh,parsorbitalis,1172,825.0,2399.0,2.446,0.607,0.139,0.028,13.0,1.5
10649,rh,parstriangularis,1940,1314.0,3509.0,2.42,0.561,0.122,0.022,19.0,1.8
10649,rh,pericalcarine,2275,1531.0,1674.0,1.264,0.352,0.132,0.029,27.0,2.9
10649,rh,postcentral,6852,4210.0,9556.0,2.07,0.61,0.106,0.019,57.0,5.8
10649,rh,posteriorcingulate,1700,1121.0,2657.0,2.247,0.56,0.119,0.022,19.0,1.6
10649,rh,precentral,7772,4668.0,12347.0,2.483,0.632,0.105,0.022,64.0,7.4
10649,rh,precuneus,6362,4188.0,9645.0,2.219,0.501,0.118,0.021,64.0,5.9
10649,rh,rostralanteriorcingulate,1017,683.0,1841.0,2.473,0.502,0.116,0.02,13.0,0.9
10649,rh,rostralmiddlefrontal,7900,5608.0,13317.0,2.202,0.492,0.131,0.024,98.0,8.3
10649,rh,superiorfrontal,9685,6327.0,18267.0,2.621,0.47,0.116,0.021,88.0,8.7
10649,rh,superiorparietal,8719,5674.0,12881.0,2.112,0.49,0.118,0.021,92.0,8.0
10649,rh,superiortemporal,5537,3484.0,10713.0,2.745,0.555,0.093,0.014,38.0,3.3
10649,rh,supramarginal,6447,4244.0,11087.0,2.406,0.51,0.106,0.018,57.0,4.9
10649,rh,frontalpole,444,314.0,1059.0,2.533,0.455,0.149,0.027,8.0,0.5
10649,rh,temporalpole,680,448.0,2794.0,4.141,0.578,0.115,0.025,6.0,0.7
10649,rh,transversetemporal,610,344.0,856.0,2.251,0.422,0.099,0.02,5.0,0.4
10649,rh,insula,3151,2094.0,5891.0,2.907,0.798,0.118,0.026,30.0,3.2
10656,lh,bankssts,1504,1016.0,2258.0,2.306,0.48,0.098,0.016,10.0,1.0
10656,lh,caudalanteriorcingulate,732,456.0,1130.0,2.3,0.484,0.092,0.009,5.0,0.3
10656,lh,caudalmiddlefrontal,3987,2696.0,8607.0,2.821,0.58,0.107,0.02,35.0,3.3
10656,lh,cuneus,2351,1566.0,3160.0,1.875,0.461,0.15,0.032,34.0,3.3
10656,lh,entorhinal,624,397.0,1540.0,2.966,0.688,0.101,0.017,5.0,0.5
10656,lh,fusiform,5092,3580.0,11931.0,2.823,0.693,0.129,0.027,68.0,5.9
10656,lh,inferiorparietal,5996,4133.0,11596.0,2.578,0.495,0.119,0.023,68.0,6.0
10656,lh,inferiortemporal,4537,3154.0,9954.0,2.718,0.678,0.11,0.021,53.0,3.9
10656,lh,isthmuscingulate,1675,1117.0,2974.0,2.305,0.907,0.121,0.025,21.0,1.5
10656,lh,lateraloccipital,7687,4971.0,11824.0,2.159,0.596,0.128,0.026,93.0,8.4
10656,lh,lateralorbitofrontal,3939,2693.0,8505.0,2.834,0.638,0.123,0.028,45.0,4.4
10656,lh,lingual,5208,3578.0,6846.0,1.873,0.584,0.134,0.028,64.0,6.7
10656,lh,medialorbitofrontal,2714,1905.0,5291.0,2.431,0.782,0.129,0.03,47.0,3.3
10656,lh,middletemporal,4842,3410.0,13265.0,2.958,0.739,0.113,0.021,56.0,4.3
10656,lh,parahippocampal,1288,810.0,2186.0,2.327,0.772,0.077,0.012,8.0,0.6
10656,lh,paracentral,2389,1409.0,4109.0,2.549,0.508,0.101,0.017,18.0,1.8
10656,lh,parsopercularis,1897,1288.0,3858.0,2.618,0.474,0.099,0.017,20.0,1.3
10656,lh,parsorbitalis,963,672.0,2356.0,2.714,0.694,0.13,0.027,14.0,1.0
10656,lh,parstriangularis,1879,1245.0,3911.0,2.664,0.59,0.11,0.018,17.0,1.6
10656,lh,pericalcarine,2720,1802.0,2690.0,1.63,0.431,0.116,0.022,26.0,2.5
10656,lh,postcentral,7141,4591.0,10435.0,2.067,0.599,0.107,0.019,63.0,5.7
10656,lh,posteriorcingulate,1461,959.0,2640.0,2.556,0.563,0.102,0.015,14.0,1.0
10656,lh,precentral,7417,4559.0,13570.0,2.683,0.621,0.1,0.018,58.0,5.8
10656,lh,precuneus,5417,3753.0,10366.0,2.561,0.611,0.125,0.025,64.0,6.0
10656,lh,rostralanteriorcingulate,1448,963.0,2974.0,2.631,0.758,0.108,0.018,17.0,1.1
10656,lh,rostralmiddlefrontal,9326,6660.0,20100.0,2.604,0.617,0.122,0.025,108.0,9.6
10656,lh,superiorfrontal,11471,7750.0,26917.0,2.984,0.625,0.111,0.02,103.0,9.6
10656,lh,superiorparietal,8707,5851.0,14739.0,2.27,0.517,0.116,0.02,92.0,7.7
10656,lh,superiortemporal,7147,4706.0,16271.0,2.992,0.677,0.102,0.017,62.0,5.5
10656,lh,supramarginal,6221,4339.0,12673.0,2.616,0.535,0.123,0.022,78.0,5.7
10656,lh,frontalpole,356,292.0,1237.0,2.909,0.683,0.16,0.039,8.0,0.6
10656,lh,temporalpole,703,519.0,2489.0,3.455,0.603,0.136,0.034,9.0,0.9
10656,lh,transversetemporal,818,532.0,1494.0,2.522,0.392,0.099,0.018,6.0,0.5
10656,lh,insula,3644,2474.0,7847.0,3.142,0.718,0.119,0.03,36.0,4.3
10656,rh,bankssts,1659,1135.0,2876.0,2.586,0.477,0.107,0.019,13.0,1.3
10656,rh,caudalanteriorcingulate,1361,901.0,2872.0,2.466,0.859,0.093,0.013,11.0,0.8
10656,rh,caudalmiddlefrontal,3750,2506.0,7658.0,2.693,0.575,0.104,0.018,31.0,2.9
10656,rh,cuneus,2887,1851.0,4317.0,1.981,0.578,0.132,0.028,36.0,3.4
10656,rh,entorhinal,582,390.0,1698.0,3.119,0.808,0.114,0.028,7.0,0.6
10656,rh,fusiform,5429,3575.0,12243.0,2.964,0.63,0.116,0.025,72.0,5.8
10656,rh,inferiorparietal,7277,5013.0,14325.0,2.607,0.489,0.123,0.022,90.0,7.0
10656,rh,inferiortemporal,5076,3413.0,11538.0,2.935,0.681,0.104,0.019,48.0,3.8
10656,rh,isthmuscingulate,1480,966.0,2680.0,2.419,0.828,0.117,0.025,18.0,1.3
10656,rh,lateraloccipital,7535,4984.0,11313.0,2.144,0.526,0.127,0.026,89.0,8.4
10656,rh,lateralorbitofrontal,3557,2456.0,8057.0,2.985,0.627,0.131,0.03,49.0,4.6
10656,rh,lingual,6639,4570.0,9361.0,1.902,0.613,0.139,0.032,93.0,10.0
10656,rh,medialorbitofrontal,2787,1939.0,5796.0,2.671,0.761,0.122,0.032,42.0,3.8
10656,rh,middletemporal,5494,3735.0,13780.0,2.939,0.634,0.105,0.018,56.0,4.3
10656,rh,parahippocampal,1257,758.0,1824.0,2.179,0.744,0.066,0.012,6.0,0.5
10656,rh,paracentral,2561,1530.0,3943.0,2.489,0.614,0.103,0.018,18.0,2.0
10656,rh,parsopercularis,2222,1501.0,4613.0,2.73,0.467,0.107,0.019,27.0,2.0
10656,rh,parsorbitalis,1042,769.0,2867.0,2.865,0.693,0.138,0.029,14.0,1.3
10656,rh,parstriangularis,2590,1778.0,5683.0,2.701,0.641,0.115,0.02,26.0,2.2
10656,rh,pericalcarine,3323,2231.0,3508.0,1.733,0.486,0.12,0.025,29.0,3.6
10656,rh,postcentral,6566,4076.0,9366.0,2.086,0.688,0.103,0.018,55.0,5.1
10656,rh,posteriorcingulate,1870,1261.0,3659.0,2.537,0.68,0.125,0.021,22.0,1.7
10656,rh,precentral,6913,4156.0,12247.0,2.688,0.678,0.1,0.019,55.0,5.6
10656,rh,precuneus,6106,4134.0,11813.0,2.579,0.624,0.122,0.023,67.0,6.0
10656,rh,rostralanteriorcingulate,1033,740.0,2445.0,2.731,0.732,0.119,0.022,14.0,1.0
10656,rh,rostralmiddlefrontal,9343,6772.0,20766.0,2.624,0.625,0.129,0.027,118.0,10.4
10656,rh,superiorfrontal,10240,6861.0,23748.0,3.068,0.613,0.113,0.023,94.0,9.8
10656,rh,superiorparietal,8863,5760.0,14988.0,2.347,0.552,0.117,0.021,89.0,8.2
10656,rh,superiortemporal,6418,4211.0,14649.0,3.0,0.689,0.105,0.017,57.0,4.7
10656,rh,supramarginal,5847,4003.0,11554.0,2.645,0.569,0.118,0.022,67.0,5.5
10656,rh,frontalpole,502,390.0,1509.0,2.732,0.797,0.157,0.039,11.0,0.8
10656,rh,temporalpole,776,564.0,3128.0,3.9,0.648,0.117,0.027,8.0,0.9
10656,rh,transversetemporal,570,357.0,1074.0,2.618,0.433,0.123,0.021,7.0,0.4
10656,rh,insula,3713,2463.0,8078.0,3.191,0.734,0.103,0.023,29.0,3.4
10661,lh,bankssts,1609,1095.0,2447.0,2.294,0.379,0.097,0.017,9.0,1.0
10661,lh,caudalanteriorcingulate,992,641.0,1853.0,2.513,0.612,0.102,0.015,8.0,0.7
10661,lh,caudalmiddlefrontal,3402,2233.0,5908.0,2.549,0.45,0.109,0.021,29.0,3.3
10661,lh,cuneus,2628,1686.0,3030.0,1.667,0.449,0.127,0.026,30.0,3.0
10661,lh,entorhinal,636,420.0,1966.0,3.406,0.627,0.094,0.021,4.0,0.5
10661,lh,fusiform,5568,3755.0,11227.0,2.661,0.694,0.113,0.023,56.0,5.0
10661,lh,inferiorparietal,7946,5401.0,13425.0,2.296,0.492,0.121,0.028,97.0,10.0
10661,lh,inferiortemporal,6482,4421.0,13923.0,2.662,0.655,0.115,0.023,72.0,6.4
10661,lh,isthmuscingulate,1576,1039.0,2804.0,2.324,0.768,0.123,0.026,20.0,1.7
10661,lh,lateraloccipital,9511,6095.0,13231.0,1.966,0.575,0.126,0.026,100.0,10.7
10661,lh,lateralorbitofrontal,4516,3055.0,8539.0,2.665,0.556,0.128,0.026,50.0,4.7
10661,lh,lingual,5596,3736.0,7030.0,1.796,0.554,0.117,0.023,60.0,5.7
10661,lh,medialorbitofrontal,3325,2208.0,5640.0,2.314,0.611,0.11,0.02,42.0,2.6
10661,lh,middletemporal,5743,3956.0,12094.0,2.633,0.708,0.123,0.026,69.0,6.7
10661,lh,parahippocampal,1284,761.0,2138.0,2.391,0.51,0.067,0.012,5.0,0.5
10661,lh,paracentral,2827,1535.0,4164.0,2.534,0.535,0.08,0.014,15.0,1.6
10661,lh,parsopercularis,2384,1577.0,4495.0,2.502,0.481,0.101,0.018,21.0,1.7
10661,lh,parsorbitalis,1111,725.0,2282.0,2.652,0.456,0.108,0.018,9.0,0.8
10661,lh,parstriangularis,1689,1060.0,2531.0,2.258,0.458,0.098,0.017,13.0,1.1
10661,lh,pericalcarine,2408,1671.0,2211.0,1.489,0.31,0.127,0.025,24.0,2.6
10661,lh,postcentral,7834,4777.0,10133.0,1.981,0.575,0.099,0.017,62.0,5.6
10661,lh,posteriorcingulate,1547,997.0,2677.0,2.51,0.443,0.101,0.017,13.0,1.1
10661,lh,precentral,8607,5169.0,14524.0,2.62,0.52,0.092,0.017,60.0,6.4
10661,lh,precuneus,6338,4187.0,10191.0,2.327,0.512,0.107,0.019,54.0,5.0
10661,lh,rostralanteriorcingulate,1432,999.0,3058.0,2.702,0.535,0.113,0.019,17.0,1.3
10661,lh,rostralmiddlefrontal,8969,6141.0,15869.0,2.352,0.466,0.125,0.025,103.0,9.4
10661,lh,superiorfrontal,13681,9111.0,26854.0,2.671,0.516,0.113,0.022,126.0,12.3
10661,lh,superiorparietal,10060,6488.0,14582.0,2.126,0.425,0.111,0.02,95.0,8.3
10661,lh,superiortemporal,6766,4303.0,12990.0,2.715,0.657,0.089,0.015,47.0,4.5
10661,lh,supramarginal,7030,4740.0,12429.0,2.458,0.479,0.122,0.024,84.0,7.1
10661,lh,frontalpole,403,283.0,986.0,2.604,0.476,0.152,0.034,7.0,0.6
10661,lh,temporalpole,601,494.0,2793.0,3.747,0.948,0.162,0.045,10.0,1.3
10661,lh,transversetemporal,799,488.0,1047.0,2.072,0.45,0.098,0.017,6.0,0.5
10661,lh,insula,3844,2586.0,7081.0,2.658,0.739,0.121,0.03,39.0,5.2
10661,rh,bankssts,1635,1062.0,2236.0,2.241,0.357,0.096,0.02,11.0,1.4
10661,rh,caudalanteriorcingulate,1420,924.0,2473.0,2.306,0.773,0.102,0.016,13.0,0.9
