subject_id,session_id,run,mode,phase,stim_condition,protocol_label_to_show,operator_confirmed_protocol,operator_confirmed_frequency_hz,intended_stimulation_frequency_hz,actual_or_confirmed_stimulation_frequency_hz,theta_source,theta_estimate_file,theta_reliable,theta_reliability_reason,trial_num,current_good_option,current_good,contingency_id,trial_in_contingency,left_stimulus,right_stimulus,flower1,flower2,slot1_position,slot2_position,choice,rt,outcome,reward,correct,feedback_marker,feedback_onset_task_time,feedback_onset_lsl_time,lsl_marker_send_time,run_start_task_time,run_start_lsl_time,run_end_task_time,run_end_lsl_time,wait_time,iti,timestamp,trial_start_time,trial_start_lsl_time,run_type
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,45,1,1,2,15,33,43,33,43,left,right,2.0,459.93900299072266,loss,False,False,32,116.55454897880554,71153.143288666,71153.143288666,0.0,71036.583024833,315.56115984916687,71352.160261375,655.1361052393648,300.0,117.56458592414856,114.86863088607788,71151.457447458,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,46,1,1,2,16,43,33,33,43,right,left,2.0,435.546875,win,True,False,31,119.0722508430481,71155.661170375,71155.661170375,0.0,71036.583024833,315.56115984916687,71352.160261375,501.3222958242519,300.0,120.08098196983337,117.56469082832336,71154.153650916,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,47,1,1,2,17,33,43,33,43,left,right,2.0,325.67715644836426,loss,False,False,32,121.62369084358215,71158.212693375,71158.212693375,0.0,71036.583024833,315.56115984916687,71352.160261375,644.7382358545428,300.0,122.63641595840454,120.08107805252075,71156.670167958,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,48,1,1,2,18,43,33,33,43,right,left,1.0,323.86279106140137,win,True,True,31,124.12741684913635,71160.716564708,71160.716564708,0.0,71036.583024833,315.56115984916687,71352.160261375,594.2640058333715,300.0,125.13929486274719,122.63648676872253,71159.225697208,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,49,1,1,2,19,43,33,33,43,right,left,1.0,338.0279541015625,win,True,True,31,126.6886088848114,71163.277879916,71163.277879916,0.0,71036.583024833,315.56115984916687,71352.160261375,642.7106423786339,300.0,127.70146203041077,125.13936591148376,71161.728702166,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,50,1,1,2,20,43,33,33,43,right,left,1.0,321.07090950012207,win,True,True,31,129.17963480949402,71165.769013,71165.769013,0.0,71036.583024833,315.56115984916687,71352.160261375,586.2969307139366,300.0,130.1910059452057,127.7015438079834,71164.291016041,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,51,1,1,2,21,43,33,33,43,right,left,1.0,353.41811180114746,win,True,True,31,131.735182762146,71168.324701708,71168.324701708,0.0,71036.583024833,315.56115984916687,71352.160261375,618.2123173078248,300.0,132.74552607536316,130.19117999076843,71166.780782958,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,52,1,1,2,22,43,33,33,43,right,left,1.0,321.1350440979004,win,True,True,31,134.33185386657715,71170.921495333,71170.921495333,0.0,71036.583024833,315.56115984916687,71352.160261375,692.2906699814984,300.0,135.34252905845642,132.74559593200684,71169.335336125,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,53,1,1,2,23,43,33,33,43,right,left,1.0,623.8641738891602,win,True,True,31,137.20781993865967,71173.797634458,71173.797634458,0.0,71036.583024833,315.56115984916687,71352.160261375,670.5321373038984,300.0,138.21749877929688,135.3426067829132,71171.932474125,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,54,1,1,2,24,43,33,33,43,right,left,1.0,405.9939384460449,win,True,True,31,139.74274587631226,71176.332694708,71176.332694708,0.0,71036.583024833,315.56115984916687,71352.160261375,546.1038976503468,300.0,140.75447297096252,138.21758008003235,71174.807593958,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,55,1,1,2,25,43,33,33,43,right,left,1.0,1045.9702014923096,win,True,True,31,143.02276468276978,71179.612882375,71179.612882375,0.0,71036.583024833,315.56115984916687,71352.160261375,651.0706861697529,300.0,144.03463292121887,140.75456881523132,71177.344715833,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,56,1,1,2,26,43,33,33,43,right,left,,,miss,,,33,146.15446400642395,71182.744709625,71182.744709625,0.0,71036.583024833,315.56115984916687,71352.160261375,544.918409534191,300.0,147.16578578948975,144.03467798233032,71180.624980291,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,57,1,1,2,27,43,33,33,43,right,left,1.0,993.0460453033447,loss,False,True,32,149.3709728717804,71185.961441375,71185.961441375,0.0,71036.583024833,315.56115984916687,71352.160261375,639.6110034051843,300.0,150.3806028366089,147.16587376594543,71183.756344666,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,58,1,1,2,28,33,43,33,43,left,right,1.0,958.6899280548096,win,True,True,31,152.50106287002563,71189.09165025,71189.09165025,0.0,71036.583024833,315.56115984916687,71352.160261375,589.2061721754087,300.0,153.51065182685852,150.38068294525146,71186.971317958,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,59,2,2,3,0,33,43,33,43,left,right,1.0,798.4671592712402,loss,False,False,32,155.4771180152893,71192.067863916,71192.067863916,0.0,71036.583024833,315.56115984916687,71352.160261375,596.6635302798428,300.0,156.48758387565613,153.51089572906494,71190.101690125,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,60,2,2,3,1,33,43,33,43,left,right,1.0,945.2810287475586,win,True,False,31,158.64273691177368,71195.2336615,71195.2336615,0.0,71036.583024833,315.56115984916687,71352.160261375,638.0174683777209,300.0,159.65131974220276,156.48768210411072,71193.078630583,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,61,2,2,3,2,33,43,33,43,left,right,1.0,508.2390308380127,win,True,False,31,161.39275193214417,71197.983787125,71197.983787125,0.0,71036.583024833,315.56115984916687,71352.160261375,659.6123591902198,300.0,162.4032518863678,159.651517868042,71196.242628333,LOCALIZER_FAST_THETA
sub-9999,ses-1,run-localizer,LOCALIZER_FAST_THETA,localizer,none,LOCALIZER_NO_STIM,,,,,none,,False,No stimulation during localizer.,62,2,2,3,3,43,33,33,43,right,left,1.0,537.6918315887451,loss,False,False,32,164.08059287071228,71200.67177125,71200.67177125,0.0,71036.583024833,315.56115984916687,71352.160261375,568.9381780519382,300.0,165.09033799171448,162.40330386161804,71198.994549958,LOCALIZER_FAST_THETA
